Hospitals Name,Hospital Address,Pincode,website,City,Category,Founded,Number,Email,Other Email,Other Email.1,Verified_Emails,Secondary_Emails,Other contact,Other contact.1,Other contact.2,Other contact.3, , .1, .2, .3, .4,clean_phone,clean_email
G.S.R Multispeciality Hospital Koppal,"Koppal, Karnataka 583231",583231,,Karnataka, Multi Speciality Hospitals ,,085392 20400,,,,,plm.asociates@gmail.com,918539220400,,,,,,,,,,
Danamma Super Speciality Hospital,"Kolachalam Compound, Opp Old KSRTC Bus Stand Royal Circle, Ballari, Karnataka 583101",583101,http://www.seeglobal.in/danammasuperspecialityhospital/,Karnataka, Multi Speciality Hospitals ,,083922 70361,danammalab@gmail.com,,,,sridharvemireddy@gmail.com,7019066402,9380948081,,,,,,,,,danammalab@gmail.com
Totageri Multispeciality Hospital,"Shiggaon, Karnataka 581205",581205,,Karnataka, Multi Speciality Hospitals ,,074065 35222,info.brs.kolkata@narayanahealth.org,info.jpr@narayanahealth.org,enquiry@woodlandshospital.in,,aksroc1234@gmail.com,917406535222,,,,,,,,,,info.brs.kolkata@narayanahealth.org
Kulkarni Multispeciality Hospital,"Nava Nagar,, Sector 56, Nava Nagar, Bagalkot, Karnataka 587103",587103,,Karnataka, Multi Speciality Hospitals ,,096117 74400,contact@gskulkarnihospital.com,info@saideephospital.com,acehospitalpune@gmail.com,,dkhinger@gmail.com,deoyanihospital@gmail.com,,,,,,,,,,contact@gskulkarnihospital.com
Kadlewad MULTISPECIALITY HOSPITAL and CHILDREN'S HOSPITAL,"Maigur Rd, near Desai Circle, Kalyan Nagar, Jamkhandi, Karnataka 587301",587301,,Karnataka, Multi Speciality Hospitals ,,083532 21196,sachin.kadlewad@gmail.com,,,,ckmauditorsitroc@gmail.com,8197942637,,,,,,,,,,sachin.kadlewad@gmail.com
Basaveshwara Multispeciality Hospital,"Nadagouda empire, near Honda showroom, Lokapur Road, Mudhol, Karnataka 587313",587313,,Karnataka, Multi Speciality Hospitals ,,070268 04256,bmhmudhol@gmail.com,,,,muniramgarg@gmail.com,,,,,,,,,,,bmhmudhol@gmail.com
Yashodhara Super Speciality Hospital Private Limited,"107/2B Solapur Bypass Junction NH 13, Bhutnal Vijaypura, Karnataka 586101",586101,http://yashodharahospitals.com/,Karnataka, Multi Speciality Hospitals ,,070662 64444,digital@yashodharahospitals.com,,,,anands0077@gmail.com,,,,,,,,,,,digital@yashodharahospitals.com
Sanjeevini Super Speciality Hospital,"Gangapur Colony, Solapur Road, near RNS Motors, Vijayapura, Karnataka 586103",586103,http://sanjeevinihospitalbijapur.com/,Karnataka, Multi Speciality Hospitals ,,083522 50950,info@sanjeevinihospitalbijapur.com,,,,antimaandgoelca@gmail.com,9036494914,,,,,,,,,,info@sanjeevinihospitalbijapur.com
NEW SHIGGAON MULTISPECIALITY CLINIC,"Shiggaon, Karnataka 581205",581205,,Karnataka, Multi Speciality Hospitals ,,083782 55463,subhashlokre@gmail.com,drbgveerapur@gmail.com,,,anand.dokania@gmail.com,8888888888,9448630478,,,,,,,,,subhashlokre@gmail.com
"S4 Super Speciality Hospital, Gokak","Shivaji Circle Yargatti Road, Gokak, Karnataka 591307",591307,http://s4hospital.com/,Karnataka, Multi Speciality Hospitals ,,094494 24000,s4hospital@yahoo.com,chcnaganur@gm,,,asa.acs@gmail.com,8288257731,,,,,,,,,,s4hospital@yahoo.com
Ninad Prithvi Super Speciality Hospital,"Ward No. 18, Tumkur, Tumakuru, Karnataka 572101",572101,http://ninadprithvi.org/,Karnataka, Multi Speciality Hospitals ,,088614 66155,,,,,acsramani@gmail.com,8861772811,8861666446,,,,,,,,,
Sri Saibaba Super Speciality Hospital,"20, 16th Main Road, Gururaja Layout, Banashankari, 16th Main Road, Gururaja Layout, Banashankari, Bengaluru, Karnataka 560070",560070,,Karnataka, Multi Speciality Hospitals ,,080 2841 1500,academicspg@sssihms.org.in,enquirypg@sssihms.org,saibaba.hospital@sai,,smrajunaidu@gmail.com,sssihmsblr@vsnl.com,sssghwfd@gmail.com,info.raipur@srisathyasaisanjeevani.com,info.palwal@srisathyasaisanjeevani.com,medsupgh@sssihms.org.in,,,,,,academicspg@sssihms.org.in
Shobha Hospital,"Zakir Hussain Colony, Veereshwar Nagar, Gadag, Karnataka 582103",582103,,Karnataka, Multi Speciality Hospitals ,,083722 22271,marketing@sobha.com,,,,bsanthosh44@gmail.com,,,,,,,,,,,marketing@sobha.com
Sagar Multi Speciality Clinic & Laboratory,"Behind Akanksha Medicals,Shriya Enclave,R.N. Shetty Road, Akshay Park, Chaitanya Nagar, Rajendra Nagar, Hubli, Karnataka 580030",580030,,Karnataka, Multi Speciality Hospitals ,,098450 73458,md.vp.cdsimer@dsu.edu.in,sagarhospital.lab@gmail.com,,,pkkhannaandassociates@gmail.com,+91-9148024449,,,,,,,,,,md.vp.cdsimer@dsu.edu.in
Shree Hari multi speciality clinic,"New Cotton Market Tirumala trade Center, Vidya Nagar, Hubli, Karnataka 580029",580029,,Karnataka, Multi Speciality Hospitals ,,0836 225 1633,shreeharirsby@gmail.com,,,,sunilgbti@gmail.com,,,,,,,,,,,shreeharirsby@gmail.com
Koppal Multi Speciality Dental Clinic,"Hudco Colony Rd, Hudco Colony, B.T.Patil Nagar, Koppal, Karnataka 583231",583231,,Karnataka, Multi Speciality Hospitals ,,098808 96066,,,,,cancerian22515@gmail.com,,,,,,,,,,,
Ayush Multi-speciality Clinic,"behind Darshan lodge, Basavanagara, Ilkal, Karnataka 587125",587125,https://ayush-multi-speciality-clinic.business.site/,Karnataka, Multi Speciality Hospitals ,,097399 61737,,,,,guru.nadgouda@gmail.com,,,,,,,,,,,
dandeli MULTISPECIALITY HOSPITAL,"Dandeli, Karnataka 581325",581325,,Karnataka, Multi Speciality Hospitals ,,077606 75042,dandelimultispecialityhospital@gmail.com,,,,graplind@gmail.com,,,,,,,,,,,dandelimultispecialityhospital@gmail.com
Mathru Hospital,"32, 2nd Cross, Kanakapura Rd, behind Adigas Hotel, Manjunath Nagar, Bengaluru, Karnataka 560062",560062,http://mathruhospitals.in/,Karnataka, Multi Speciality Hospitals ,,089706 66611,dr.kishoreortho@yahoo.com,,,,skhannaa@gmail.com,9886772767,,,,,,,,,,dr.kishoreortho@yahoo.com
Apollo Speciality Hospital,"3rd Block, #21/2, 14th Cross Road, near, Madhavan Park Circle, Jayanagar East, Jayanagar, Bengaluru, Karnataka 560011",560011,,Karnataka, Multi Speciality Hospitals ,,080 4612 4444,grievance@apollo247.com,krishnan_sm@apollohospitals.com,infodelhi@apollohospitals,,csmilindgujar@gmail.com,enquiry@apollohospitals.com,enquiry@apollohospitals,,,,,,,,,grievance@apollo247.com
BHS LAKEVIEW HEART & SUPER SPECIALITY CENTRE,"AZIMUDDIN GOUNDI, 15°50'32. 74°30'34., 5, 1st Cross Rd, Azam Nagar, Belgaum, Karnataka 590010",590010,,Karnataka, Multi Speciality Hospitals ,,0831 240 3333,lakeview.goaves@gmail.com,,,,casharmasanjeev@gmail.com,+918312454770,+919448140234,+918312403333,,,,,,,,lakeview.goaves@gmail.com
Sai Multispeciality Dental Clinic,"R S Patil building, Belagavi Rd, Ramdurg, Karnataka 591123",591123,,Karnataka, Multi Speciality Hospitals ,,081058 44058,saidentalpanvel@gmail.com,,,,asimatrey@gmail.com,,,,,,,,,,,saidentalpanvel@gmail.com
SHREE VINAYAK MULTI SPECIALITY DENTAL CLINIC,"Stadium, Sector 32, Nava Nagar, Bagalkot, Karnataka 587103",587103,,Karnataka, Multi Speciality Hospitals ,,090350 57210,,,,,company.kka@gmail.com,,,,,,,,,,,
VIBHA MULTI-SPECIALTY CLINIC,"VIR ANEX"" Upside Union Bank, Near Circle, Kusugal Rd, Bhavani Nagar, Keshwapur, Karnataka 580023",580023,,Karnataka, Multi Speciality Hospitals ,,0836 236 1088,,,,,kgrcas@gmail.com,,,,,,,,,,,
Shivaleela Multispeciality Dental and Orthodontic Clinic,"Balulmath Complex, 17th Cross, 18th Cross Rd, Vidayagiri, Bagalkot, Karnataka 587103",587103,,Karnataka, Multi Speciality Hospitals ,,088615 93975,drpavantenglikar@gmail.com,,,,csdeepshukla@gmail.com,8861593975,9740476897,,,,,,,,,drpavantenglikar@gmail.com
Specialist Hospital,"216, 7th Main Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",560043,http://www.specialisthospital.in/,Karnataka, Multi Speciality Hospitals ,,080 4212 2222,enquiry@specialisthospital.in,,,,offlinefiling21@gmail.com,9446501369,9061055203,9633507632,,,,,,,,enquiry@specialisthospital.in
Medax Vijayashree Hospital,"Bommasandra Jigani Link Rd, Jigani, Karnataka 560105",560105,http://www.medaxhospitals.com/,Karnataka, Multi Speciality Hospitals ,,080673 38888,,,,,mohantysangram1982@gmail.com,,,,,,,,,,,
Prolife Hospital,"248/249/101, International Airport Road Landmark:, opposite Kodandarama Temple, Byatarayanapura, Bengaluru, Karnataka 560092",560092,http://www.prolifehospital.com/,Karnataka, Multi Speciality Hospitals ,,080 4116 2226,,,,,edwincoimbatore@gmail.com,,,,,,,,,,,
"Narayana Multispeciality Clinic, Jayanagar","No.108, Uday House, 30th Cross, 8th B Main Road, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",560011,https://www.narayanahealth.org/hospitals/bangalore/narayana-multispeciality-clinic-jayanagar?utm_source=narayana-multispeciality-clinic-jayanagar&utm_medium=GMB_Hospital&utm_campaign=Organic,Karnataka, Multi Speciality Hospitals ,,080675 06870,,,,,gsgoyal05@gmail.com,,,,,,,,,,,
"Narayana Multispeciality Clinic, AECS Layout","PLot No.189, Ground Floor, A Block, Kundalahalli Main Road, Behind CMRIT College, AECS Layout, Bengaluru, Karnataka 560037",560037,https://www.narayanahealth.org/hospitals/bangalore/narayana-multispeciality-clinic-whitefield-aecs?utm_source=narayana-multispeciality-clinic-whitefield-aecs&utm_medium=GMB_Hospital&utm_campaign=Organic,Karnataka, Multi Speciality Hospitals ,,080675 06870,info.hsr@narayanahealth.org,,,,rocmishraman@gmail.com,,,,,,,,,,,info.hsr@narayanahealth.org
"Narayana Multispeciality Clinic, Shimoga","GCS Building, Kuvempu Road, near Vasan Eye Care, Shivamogga, Karnataka 577201",577201,https://www.narayanahealth.org/hospitals/shimoga/narayana-multispecialty-clinic-shimoga?utm_source=narayana-multispecialty-clinic-shimoga&utm_medium=GMB_Hospital&utm_campaign=Organic,Karnataka, Multi Speciality Hospitals ,,080675 06870,info.shimoga@narayanahealth.org,info.sarjapur@narayanahealth.org,info.ahd@narayanahealth.org,,lallandcompany@gmail.com,8003090309,9070888111,9070888222,9070888333,8334830003,info.nics@narayanahealth.org,,,,,info.shimoga@narayanahealth.org
Bangalore Institute of Gastroenterology. Super Speciality Hospitals,"100 Feet Road, No. 34, Ashoka Pillar Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",560011,,Karnataka, Multi Speciality Hospitals ,,080677 79777,customercare@bangaloregastro.com,big@bangaloregastro.com,,,soumyasujit@gmail.com,+91-9108031252,,,,,,,,,,customercare@bangaloregastro.com
Yenepoya Specialty Hospital,"KSR Road, Opp Bishop's House, Kodailbail, Mangalore, Karnataka 575003",575003,http://www.yenepoyahospital.com/,Karnataka, Multi Speciality Hospitals ,,0824 423 8855,hospital@yenepoya.org,hrd@yenepoya.edu.in,principalymc@yenepoya.edu.in,,pjkalkaji@gmail.com,9686985055,08242206000,08243506000,,,,,,,,hospital@yenepoya.org
Sushruta Hospital,"PB Rd, Prabhat Colony, Vidya Nagar, Hubli, Karnataka 580021",580021,http://www.sushrutahospital.co.in/,Karnataka, Multi Speciality Hospitals ,,0836 237 8620,info@mamc.com,sushrutahospital2020@gmail.com,sushruta_hospital@rediffmail.com,,nkdandco@gmail.com,,,,,,,,,,,info@mamc.com
"Narayana Multispeciality Clinic, HSR Layout","B 43/A, 1st Floor, BDA Complex,Sector 6, HSR Layout, Bengaluru, Karnataka 560102",560102,https://www.narayanahealth.org/hospitals/bangalore/narayana-multispeciality-clinic-hsr-bda-complex?utm_source=narayana-multispeciality-clinic-hsr-bda-complex&utm_medium=GMB_Hospital&utm_campaign=Organic,Karnataka, Multi Speciality Hospitals ,,080675 06870,info.hsr@narayanahealth.org,narayanahealth999@gmail.com,,,mmreddyandco@gmail.com,8602080208,+918071112300,,,,,,,,,info.hsr@narayanahealth.org
khushi multispeciality hospital koppal,"1st & 2nd Floor B T Patil Complex Hosapete Road Koppal, Koppal, Karnataka 583231",583231,,Karnataka, Multi Speciality Hospitals ,,097433 22108,khushihospital24@gmail.com,,,,companyclient007@gmail.com,+919743322108,8539220348,,,,,,,,,khushihospital24@gmail.com
"Narayana Multispeciality Clinic, Electronic City Phase 1","Velankani Drive, E-City 1 (Velankani): Shop No. 5,6,7 SJR Equinox Retail, opp. Gate No. 3Velankani Information Systems Pvt. Ltd, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",560100,https://www.narayanahealth.org/hospitals/bangalore/narayana-multispeciality-clinic-electronic-city-velankani?utm_source=narayana-multispeciality-clinic-electronic-city-velankani&utm_medium=GMB_Hospital&utm_campaign=Organic,Karnataka, Multi Speciality Hospitals ,,080675 06870,info.sarjapur@narayanahealth.org,info.ahd@narayanahealth.org,info.shimoga@narayanahealth.org,,gclient09@gmail.com,8003090309,9070888111,9070888222,9070888333,8334830003,info.nics@narayanahealth.org,,,,,info.sarjapur@narayanahealth.org
Srushti Speciality Hospital,"Hadadi Rd, Vidyanagar, Davanagere, Karnataka 577005",577005,https://srushti-speciality-hospital.business.site/?utm_source=gmb&utm_medium=referral,Karnataka, Multi Speciality Hospitals ,,091482 67369,,,,,akkounting@gmail.com,,,,,,,,,,,
Shishuka Children's Speciality Hospital,"5AC 938, Ring Road, Service Road, Kalyan nagar, HRBR Layout, Banaswadi, Bengaluru, Karnataka 560043",560043,http://www.shishuka.com/,Karnataka, Multi Speciality Hospitals ,,080 4370 6940,shishukachildrenshospital@gmail.com,management.shishuka@gmail.com,,,rbaclt@gmail.com,8043706940,8660821311,,,,,,,,,shishukachildrenshospital@gmail.com
Sumukha Speciality Hospital (SSH),"near police station, Chamarajpet, Sagar, Karnataka 577401",577401,,Karnataka, Multi Speciality Hospitals ,,094802 20191,sumukhaspecialityclinic@gmail.com,aakankshfc@gmail.c,,,l.d.reddy@gmail.com,9844167334,,,,,,,,,,sumukhaspecialityclinic@gmail.com
Bhagavathi Hospital,"13th Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",560102,,Karnataka, Multi Speciality Hospitals ,,080 4124 5868,bhagwatihospitalr13@gmail.com,vigneshmbacs@gmail.com,contact@superpolytex.com,,mca.rambaboo@gmail.com,,,,,,,,,,,bhagwatihospitalr13@gmail.com
"Life Care Hospital (LCH),Best Hospital in BTM layout","23/24, Om Complex, 20th Main, Gangotri Circle, near Udupi sagar hotel, Maruti Nagar, BTM Layout, Bengaluru, Karnataka 560068",560068,http://www.lifecarehosp.com/,Karnataka, Multi Speciality Hospitals ,,096203 88839,,,,,nxtgen19@gmail.com,+91-9620388839,,,,,,,,,,
Shantabai Devarao Shivaram Tuberculosis Research Centre & Rajiv Gandhi Institute Of Chest Diseases,"Someshwaranagar 1st Main Road, Dharmaram College Post, Bengaluru, 560029",560029,http://www.sdstrcrgicd.org/,Karnataka, Tuberculosis Hospitals ,,080 2663 2634,,,,,barmancs@gmail.com,,,,,,,,,,,
Princess Krishnarajamani Tuberculosis (PKTB) Hospital,"KRS Rd, Kumbarakoppal, Gokulam, Mysuru, Karnataka 570002",570002,,Karnataka, Tuberculosis Hospitals ,,0821 251 1153,,,,,csvishalsoni@gmail.com,918212511153,,,,,,,,,,
District T.B Control Society,"B N Rd, Devaraja Mohalla, CFTRI Campus, Mandi Mohalla, Mysuru, Karnataka 570021",570021,,Karnataka, Tuberculosis Hospitals ,,0821 241 6231,dapcuariyalurdist@gmail.com,dapcuchennai@gmail.com,,,mca.rocfilling@gmail.com,8411887857,9434281711,9679503503,,,,,,,,dapcuariyalurdist@gmail.com
DISTRICT TB CENTER,"Rangoli Halla, Hassan, Karnataka 573201",573201,http://tbcindia.gov.in/,Karnataka, Tuberculosis Hospitals ,,081722 97122,dtoanncb@rntcp.org,dtoannma@rntcp.org,ansan@rntcp.org,,skgoelfca@gmail.com,9422904284,9422237345,9403647610,,,,,,,,dtoanncb@rntcp.org
DISTRICT TB CENTER DTC,"Salagame Rd, Rangoli Halla, Hassan, Karnataka 573201",573201,http://tbcindia.nic.in/,Karnataka, Tuberculosis Hospitals ,,081722 97122,dtoanncb@rntcp.org,dtoannma@rntcp.org,ansan@rntcp.org,,skpat09@gmail.com,9422044388,9922416031,9822879830,9830059583,,,,,,,dtoanncb@rntcp.org
District TB Center Shimoga,"Megan hospital copound, Shivamogga, Karnataka",,,Karnataka, Tuberculosis Hospitals ,,081822 28563,kaconsultants@rntcp.org,dapcubgl@gmail.com,dtoanncb@rntcp.org,,krishi.2003@gmail.com,9591459785,9449843165,dapcuraichur2@gmail.com,,,,,,,,kaconsultants@rntcp.org
TB Board project Hospital,"Hosapete, Karnataka 583225",583225,,Karnataka, Tuberculosis Hospitals ,,083942 59244,pshealth@nic.in,itcell.hfwdwb@gmail.com,arogyakeralam@gmail.com,,nidhi.swastik@gmail.com,7369282987,918394259244,,,,,,,,,pshealth@nic.in
Karnataka State Tuberculosis Association,"Off Infantry Road , Infantry Road Cross, Union St, Shivaji Nagar, Bengaluru, Karnataka 560001",560001,,Karnataka, Tuberculosis Hospitals ,,080 2286 2387,kstbassociation@gmail.com,director-hfws@karnataka.gov.in,stoan@rntcp.org,,vksaraf679@gmail.com,9449843004,9849909911,,,,,,,,,kstbassociation@gmail.com
National Tuberculosis Institute,"8, Avalon, Bellary Rd, near Cauvery Theatre, Guttahalli, Bengaluru, Karnataka 560003",560003,http://ntiindia.kar.nic.in/,Karnataka, Tuberculosis Hospitals ,,080 2344 1192,n.somashekar@gov.in,ineet.kmr23@gov.in,n.udanesha@gov.in,,corporatequery@gmail.com,c.ravichandra@gov.in,nti@ntiindia.org.in,sa-nitrd@nic.in,ndtbc@yahoo.com,stdcdl@rntcp.org,directornirt@nirt.res.in,,,,,n.somashekar@gov.in
R.P.chest Hospital,"Apollo Pharmacy, Bairaveshwara complex behind, Brigade Millenium Road, Paradise Colony, Phase 7, Bengaluru, Karnataka 560076",560076,,Karnataka, Tuberculosis Hospitals ,,094496 05557,,,,,associatesakb@gmail.com,,,,,,,,,,,
Maddur Suraksha Paralysis Treatment Centre,"Dr. K N Anjaneya, T B Circle, Mysuru-Bengaluru Highway, Maddur, Karnataka 571428",571428,,Karnataka, Tuberculosis Hospitals ,,099800 53320,,,,,sarveshjn09@gmail.com,919980053320,,,,,,,,,,
Siliconcity Hospitals LLP,"Site No 12 & 21and 11 & 22 , A.I.R Layout, Old Madras Road, Hoskote Town, Bengaluru, Karnataka 562114",562114,http://www.siliconcityhospital.in/,Karnataka, Tuberculosis Hospitals ,,080 2971 6659,ven327@gmail.com,,,,p.hemdev@gmail.com,,,,,,,,,,,ven327@gmail.com
J G Hospital,"SH 65, Ghatprabha, Karnataka 591306",591306,http://www.jghospital.org/,Karnataka, Tuberculosis Hospitals ,,083322 86243,,,,,vkagarwal.delhi@gmail.com,,,,,,,,,,,
Wenlock District Hospital,"Hampankatta, Mangalore, Karnataka 575001",575001,,Karnataka, Tuberculosis Hospitals ,,0824 241 3208,dsdkannada1@gmail.com,dsdkannada@gmail.com,,,churuwala@gmail.com,+918242425038,,,,,,,,,,dsdkannada1@gmail.com
"District Hospital, Tumakuru","Ward No. 18, Tumkur, Tumakuru, Karnataka 572101",572101,,Karnataka, Tuberculosis Hospitals ,,0816 225 7404,,,,,gkrishna05@gmail.com,9606085537,9742739866,9164197557,918162257404,,,,,,,
Karnataka Sarkari Fa.Ra.Vi. Chikitsalaya,"Near Welcome Board, T.B. Dam, Dr.B.R. Ambedkar Nagar, Tungabhadra Dam Rd, Hosapete, Karnataka 583201",583201,https://www.karnataka.gov.in/hfw/pages/home.aspx,Karnataka, Tuberculosis Hospitals ,,083942 59212,sowmyachildrenshospital@ya,ravineonatologist@gmail.com,anhtmk@gmail.c,,vasuandsivaram@gmail.com,09848014641,,,,,,,,,,sowmyachildrenshospital@ya
Office Of Joint Director Office Lady Willingdon State T B Centre,"4th Main Rd, Near-Telephone Exchange, Sampangi Rama Nagara, Bengaluru, Karnataka 560027",560027,,Karnataka, Tuberculosis Hospitals ,,080 2224 9361,stoan@rntcp.org,stoap@rntcp.org,stoar@rntcp.org,,vinodnaredi@gmail.com,9849909911,,,,,,,,,,stoan@rntcp.org
Dr. Srigiri S Revadi,"202, Rashtriya Vidyalaya Rd, near Sanman Hotel, South End Circle, 2nd Block, Basavanagudi, Bengaluru, Karnataka 560004",560004,http://drsrigirirevadi.com/,Karnataka, Tuberculosis Hospitals ,,080 2656 2753,,,,,pcsbalamurugan@gmail.com,,,,,,,,,,,
Havanur Hospital,"Kallumantap road, Shivalinganagar, Haveri, Karnataka 581110",581110,,Karnataka, Tuberculosis Hospitals ,,083752 34412,drhkramesh1974@gmail.com,msgimsgulbarga@gmail,dsbidar@gmail.com,,rscs72@gmail.com,7568266679,8888888888,,,,,,,,,drhkramesh1974@gmail.com
Shifaa Clinic And Medicals,"TB Cir, behind manapupuram gold loan, Pindakuru Thimmanahalli, Karnataka 577599",577599,,Karnataka, Tuberculosis Hospitals ,,099869 51877,shifaclinic.info@gmail.com,shifamcsgr@gmail.com,shifamedical.moa@gmail.com,,cfclko@gmail.com,reception@shifamedicalclinic.com,mmquickerala@gmail.com,,,,,,,,,shifaclinic.info@gmail.com
Shri J.G. Co-operative Hospital & Research Institute,"Ghatprabha, Karnataka 591306",591306,http://www.jghospital.org/,Karnataka, Tuberculosis Hospitals ,,083322 86243,,,,,balar2000@gmail.com,,,,,,,,,,,
Dr. K Monappa,"Saraswatibai Khuba complex, Station Main Road, Gulbarga, Karnataka 585102",585102,,Karnataka, Tuberculosis Hospitals ,,099864 41314,hello@ecosia.org,,,,vkmassociates@gmail.com,9342351981,+91-9886061266,,,,,,,,,hello@ecosia.org
Kasbekar Metgud Clinic Multispeciality Hospital,"Shivaji Nagar, Belgaum, Karnataka 590016",590016,,Karnataka, Tuberculosis Hospitals ,,0831 247 6530,kmclinic.belgaum@yahoo.in,ivfcaremetgud@gmail.com,,,sva214@gmail.com,,,,,,,,,,,kmclinic.belgaum@yahoo.in
Balaji Nursing Home,"Maravanji, TB Rd, Kadur, Karnataka 577548",577548,,Karnataka, Tuberculosis Hospitals ,,082672 21320,opd@actionhospital.com,info@actionhospital.com,query@actionhospital.com,,mahadeva.cs2010@gmail.com,9934719594,8210929269,9631258765,9434161108,+919348945338,,,,,,opd@actionhospital.com
GDC&RI BALLARI,"contonment, vims campus, Ballari, Karnataka",,http://www.vimsbellary.org.in/,Karnataka, Tuberculosis Hospitals ,,083922 35313,gdcribellary@gmail.com,,,,aich.associates@gmail.com,,,,,,,,,,,gdcribellary@gmail.com
Bhyrava Medicals,"Lions bhavan road,Subhashnagar T.B post, nelamangala, Bengaluru, Karnataka 562123",562123,,Karnataka, Tuberculosis Hospitals ,,072047 65005,ishratbm@gmail.com,subhajit.bhadra@gmail.com,,,ganravi@gmail.com,08025202264,,,,,,,,,,ishratbm@gmail.com
Kidney Care Centre & Laxmi Medical Centre,"Giriraja Annexe, Circuit House Road, Travellers Bunglow Road, Circuit house Rd, Hubli, Karnataka 580001",580001,,Karnataka, Tuberculosis Hospitals ,,0836 223 6237,,,,,pdgupta3434@gmail.com,,,,,,,,,,,
NATIONAL TUBERCULOSIS INSTITUTE,"‘AVALON’ No.8, Bellary Road, Bengaluru, Karnataka 560003",560003,http://ntiindia.org.in/,Karnataka, Tuberculosis Hospitals ,,080 2344 1192,n.somashekar@gov.in,ineet.kmr23@gov.in,n.udanesha@gov.in,,naigamca@gmail.com,c.ravichandra@gov.in,nti@ntiindia.org.in,sa-nitrd@nic.in,ndtbc@yahoo.com,stdcdl@rntcp.org,directornirt@nirt.res.in,,,,,n.somashekar@gov.in
Speech and Hearing Centre (Vaak Shravana Kendra),"Mission Compound, Shivamogga, Karnataka 577201",577201,http://speech-hearing.com/,Karnataka, Tuberculosis Hospitals ,,090368 94095,,,,,rocfiling111@gmail.com,7380173801,7377773777,7403777777,7411114111,,,,,,,
Neurology and epilepsy clinic - Dr Viswanathan,"No. 19/1, Jain Temple Cross Rd, Parvathipuram, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004",560004,http://www.neurovish.com/,Karnataka, Tuberculosis Hospitals ,,080 4890 9174,,,,,krishi.2003@gmail.com,,,,,,,,,,,
Fortis Hospital Rajajinagar Bangalore - Karnataka,"111, West of Chord Road Opp Rajajinagar, 1st Block, Junction, Bengaluru, Karnataka 560086",560086,https://fortisbangalore.com/campaign/leading-multispeciality-hospital-rajajinagar-bangalore/,Karnataka, Tuberculosis Hospitals ,,076187 72262,care.bng@fortishealthcare.com,,,,csdkdubey@gmail.com,7618772262,9686860310,8884481414,9591035258,9663367253,8066214444,,,,,care.bng@fortishealthcare.com
Fortis Hospital,"14 Cunningham Road near Sigma Central Mall, Vasanth Nagar, Bengaluru, Karnataka 560052",560052,https://fortisbangalore.com/campaign/leading-multispeciality-hospital-cunningham-road-bangalore/,Karnataka, Tuberculosis Hospitals ,,096868 60310,care.bng@fortishealthcare.com,,,,vaasujayaraman@gmail.com,9686860310,9663367253,8066214444,8884481414,7618772262,9591035258,,,,,care.bng@fortishealthcare.com
Fortis Hospital,"Building No. 119, Survey No. 23, 80 Feet Main Rd, Nagarbhavi 2nd Stage, Krupa Layout, Bengaluru, Karnataka 560072",560072,https://fortisbangalore.com/campaign/leading-multispeciality-hospital-nagarbhavi-bangalore/,Karnataka, Tuberculosis Hospitals ,,095910 35258,care.bng@fortishealthcare.com,,,,campmittal@gmail.com,9591035258,9686860310,8884481414,7618772262,9663367253,8066214444,,,,,care.bng@fortishealthcare.com
Manipal Hospital,"Udyavara, Udupi, Karnataka 574118",574118,,Karnataka, Tuberculosis Hospitals ,,070570 20731,info@manipalhospitals.com,fficer@manipalhospitals.com,,,csservices26@gmail.com,8001025555,,,,,,,,,,info@manipalhospitals.com
Fortis Hospital,"154, 9, Bannerghatta Main Rd, Opposite IIM, Sahyadri Layout, Panduranga Nagar, Bengaluru, Karnataka 560076",560076,,Karnataka, Tuberculosis Hospitals ,,096633 67253,mailus@fortishealthcare.com,ajey.maharaj@fortishealthcare.com,contactus.escorts@fortishealthcare.com,,arkcaclient@gmail.com,jane.doe@fortishealthcare.com,,,,,,,,,,mailus@fortishealthcare.com
Columbia Asia Hospital Sarjapur Road,"Survey no 45/2 ward Police Station Ward, No 150, Sarjapur Main Rd, opposite Iblur, Amblipura, PWD Quarters, Ambalipura, Bellandur, Bengaluru, Karnataka 560102",560102,http://www.columbiaindiahospitals.com/hospitals/sarjapur-road/overview,Karnataka, Tuberculosis Hospitals ,,080667 56565,info@manipalhospitals.com,,,,corp.mails@gmail.com,,,,,,,,,,,info@manipalhospitals.com
Manipal Hospitals - Old Airport Road Bangalore,"Manipal hospital, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560071",560071,https://www.manipalhospitals.com/oldairportroad/,Karnataka, Tuberculosis Hospitals ,,1800 102 5555,info@manipalhospitals.com,,,,corp.mails@gmail.com,8001025555,8025023344,8025266757,+91-8010994994,,,,,,,info@manipalhospitals.com
